182  1493718073000221  (-6.34363,-30,0 - 100)  (-6.34363,30,0 - 100)   (7.3568,30,0 - 100) (7.3568,-30,0 - 100) 
183  1493718073000322  (-6.34363,-30,0 - 100)  (-6.34363,30,0 - 100)   (7.3568,30,0 - 100) (7.3568,-30,0 - 100) 
184  1493718073000422  (-7.54673,-30,0 - 100)  (-7.54673,30,0 - 100)   (7.48944,30,0 - 100) (7.48944,-30,0 - 100) 
185  1493718073000521  (-7.54673,-30,0 - 100)  (-7.54673,30,0 - 100)   (7.55303,30,0 - 100) (7.55303,-30,0 - 100) 
186  1493718073000622  (-7.54673,-30,0 - 100)  (-7.54673,30,0 - 100)   (7.55303,30,0 - 100) (7.55303,-30,0 - 100) 
187  1493718073000722  (-7.54673,-30,0 - 100)  (-7.54673,30,0 - 100)   (7.55303,30,0 - 100) (7.55303,-30,0 - 100) 
188  1493718073000821  (-7.54673,-30,0 - 100)  (-7.54673,30,0 - 100)   (7.55303,30,0 - 100) (7.55303,-30,0 - 100) 
189  1493718073000922  (-7.54673,-30,0 - 100)  (-7.54673,30,0 - 100)   (7.55303,30,0 - 100) (7.55303,-30,0 - 100) 
190  1493718074000022  (-7.54673,-30,0 - 100)  (-7.54673,30,0 - 100)   (7.55303,30,0 - 100) (7.55303,-30,0 - 100) 
191  1493718074000121  (-7.54673,-30,0 - 100)  (-7.54673,30,0 - 100)   (7.55303,30,0 - 100) (7.55303,-30,0 - 100) 
